Summary:
Number of strings read: 4096
Number of strings stored in hash table: 4096
Number of strings in their home addresses: 1086
Number of collisions: 3010
Average number of string comparisons: 538.652832

Index    Key               Home Index    In Home    Comparisons
1041     qchf              1031          NO         11         
1042     kame              1032          NO         11         
1043     ondg              1043          YES        1          
1044     phhg              1044          YES        1          
1045     iknc              1045          YES        1          
1046     dilg              1046          YES        1          
1047     obsb              1044          NO         4          
1048     tleg              1047          NO         2          
1049     zeeh              1043          NO         7          
1050     meua              1050          YES        1          
1051     zubd              1050          NO         2          
1052     ubap              1052          YES        1          
1053     dpoc              1053          YES        1          
1054     sigi              1054          YES        1          
1055     fjco              1055          YES        1          
1056     qhne              1055          NO         2          
1057     yjgg              1054          NO         4          
1058     ubfm              1055          NO         4          
1059     xqkb              1059          YES        1          
1060     ohco              1060          YES        1          
1061     fosb              1061          YES        1          
1062     mbkm              1062          YES        1          
1063     hpqc              1063          YES        1          
1064     uksa              1064          YES        1          
1065     nbcr              1059          NO         7          
1066     xhbo              1066          YES        1          
1067     kxlc              1067          YES        1          
1068     kbsi              1068          YES        1          
1069     kxfh              1069          YES        1          
1070     liph              1070          YES        1          
1071     wazb              1071          YES        1          
1072     ntnd              1072          YES        1          
1073     hamp              1073          YES        1          
1074     eilm              1071          NO         4          
1075     qzjd              1075          YES        1          
1076     rdbu              1076          YES        1          
1077     tymb              1077          YES        1          
1078     aklk              1063          NO         16         
1079     lpmi              1079          YES        1          
1080     lnud              1079          NO         2          
1081     fuwa              1081          YES        1          
1082     qauj              1082          YES        1          
1083     bwqf              1083          YES        1          
1084     ciqm              1084          YES        1          
1085     soil              1084          NO         2          
1086     jnpj              1086          YES        1          
1087     ernk              1087          YES        1          
1088     jlol              1087          NO         2          
1089     umrg              1089          YES        1          
1090     ysmg              1090          YES        1          
1091     cwpg              1085          NO         7          
1092     cssf              1082          NO         11         
1093     bpwf              1087          NO         7          
1094     fdzi              1088          NO         7          
1095     hnir              1095          YES        1          
1096     rpoj              1095          NO         2          
1097     ykhn              1087          NO         11         
1098     hhfq              1070          NO         29         
1099     vujf              1078          NO         22         
1100     vfmm              1085          NO         16         
1101     vhnj              1080          NO         22         
1102     vknn              1102          YES        1          
1103     lpnn              1102          NO         2          
1104     osug              1104          YES        1          
1105     lctp              1102          NO         4          
1106     bhkw              1103          NO         4          
1107     ijns              1107          YES        1          
1108     dgup              1105          NO         4          
1109     zhkq              1103          NO         7          
1110     absv              1110          YES        1          
1111     rptj              1110          NO         2          
1112     ccut              1112          YES        1          
1113     btnf              1068          NO         46         
1114     iiqs              1114          YES        1          
1115     gbpx              1115          YES        1          
1116     cjpu              1115          NO         2          
1117     gpiv              1114          NO         4          
1118     ehst              1118          YES        1          
1119     vhrm              1104          NO         16         
1120     uson              1120          YES        1          
1121     kolu              1121          YES        1          
1122     onfy              1121          NO         2          
1123     xzpf              1108          NO         16         
1124     eipl              1079          NO         46         
1125     rdqv              1125          YES        1          
1126     rkyi              1111          NO         16         
1127     ndws              1127          YES        1          
1128     pdtn              1100          NO         29         
1129     eroq              1114          NO         16         
1130     wtit              1130          YES        1          
1131     tfyp              1131          YES        1          
1132     bvnu              1132          YES        1          
1133     spsp              1132          NO         2          
1134     rfpx              1134          YES        1          
1135     kcgw              1090          NO         46         
1136     jdzk              1100          NO         37         
1137     bput              1137          YES        1          
1138     dbzw              1138          YES        1          
1139     qwhw              1139          YES        1          
1140     sasx              1134          NO         7          
1141     nciq              1075          NO         67         
1142     iqqv              1142          YES        1          
1143     hzyl              1143          YES        1          
1144     nulw              1144          YES        1          
1145     feuy              1139          NO         7          
1146     wevr              1131          NO         16         
1147     ffov              1111          NO         37         
1148     xscx              1127          NO         22         
1149     kukl              1094          NO         56         
1150     zbyecleahe        1150          YES        1          
1151     oigw              1106          NO         46         
1152     bijp              1074          NO         79         
1153     zosm              1125          NO         29         
1154     ideu              1076          NO         79         
1155     mwpv              1155          YES        1          
1156     hamn              1065          NO         92         
1157     zdzu              1156          NO         2          
1158     qmyt              1158          YES        1          
1159     zkzr              1158          NO         2          
1160     gokp              1094          NO         67         
1161     pcyz              1161          YES        1          
1162     xsoereabla        1161          NO         2          
1163     xbpi              1072          NO         92         
1164     xqnz              1164          YES        1          
1165     qpjo              1099          NO         67         
1166     mpww              1166          YES        1          
1167     jnwy              1167          YES        1          
1168     onyc              1090          NO         79         
1169     ldmu              1103          NO         67         
1170     zmpk              1104          NO         67         
1171     tvuu              1171          YES        1          
1172     rpzu              1172          YES        1          
1173     yusv              1172          NO         2          
1174     qrng              1083          NO         92         
1175     epzy              1175          YES        1          
1176     gljy              1121          NO         56         
1177     snvz              1177          YES        1          
1178     mqvz              1177          NO         2          
1179     odpaefdcvb        1179          YES        1          
1180     iwjk              1089          NO         92         
1181     pypz              1178          NO         4          
1182     zvaz              1137          NO         46         
1183     djlr              1092          NO         92         
1184     ucpz              1139          NO         46         
1185     mprl              1107          NO         79         
1186     nkqu              1131          NO         56         
1187     nctn              1096          NO         92         
1188     wznx              1173          NO         16         
1189     pqys              1161          NO         29         
1190     eljt              1099          NO         92         
1191     wlyp              1146          NO         46         
1192     mztm              1137          NO         56         
1193     eruu              1148          NO         46         
1194     psnr              1128          NO         67         
1195     ncep              1059          NO         137        
1196     detdejgima        1196          YES        1          
1197     dogakhoaan        1197          YES        1          
1198     fgxepdfdei        1198          YES        1          
1199     sqyn              1144          NO         56         
1200     cajm              1047          NO         154        
1201     tcet              1081          NO         121        
1202     qyef              1066          NO         137        
1203     uptp              1137          NO         67         
1204     avep              1084          NO         121        
1205     ejtf              1069          NO         137        
1206     xlol              1101          NO         106        
1207     lowd              1087          NO         121        
1208     nrhx              1130          NO         79         
1209     jtbv              1104          NO         106        
1210     kvbi              1057          NO         154        
1211     nsgy              1133          NO         79         
1212     krvl              1121          NO         92         
1213     zdeu              1093          NO         121        
1214     zzxz              1214          YES        1          
1215     jbgu              1079          NO         137        
1216     hvrr              1138          NO         79         
1217     ujwn              1126          NO         92         
1218     vgzb              1082          NO         137        
1219     xuym              1153          NO         67         
1220     cxmz              1154          NO         67         
1221     pgqo              1101          NO         121        
1222     dhvn              1102          NO         121        
1223     pvft              1118          NO         106        
1224     rwxb              1104          NO         121        
1225     wkzp              1147          NO         79         
1226     qzdh              1073          NO         154        
1227     epqb              1056          NO         172        
1228     gumdfnctdb        1228          YES        1          
1229     vasm              1093          NO         137        
1230     qqyf              1110          NO         121        
1231     sjqs              1126          NO         106        
1232     qmbm              1061          NO         172        
1233     cigo              1062          NO         172        
1234     rfidpnkdeg        1234          YES        1          
1235     znpzwdedcb        1232          NO         4          
1236     rgbthiedap        1221          NO         16         
1237     golq              1101          NO         137        
1238     stvl              1133          NO         106        
1239     yssz              1184          NO         56         
1240     atnk              1087          NO         154        
1241     wudu              1121          NO         121        
1242     mgmt              1106          NO         137        
1243     mtdg              1053          NO         191        
1244     vabp              1054          NO         191        
1245     wenejjcqjb        1245          YES        1          
1246     wfod              1056          NO         191        
1247     divg              1076          NO         172        
1248     xgbdbfkkfo        1248          YES        1          
1249     zyhi              1096          NO         154        
1250     ywfx              1145          NO         106        
1251     ahowhdgkgf        1251          YES        1          
1252     fnnx              1132          NO         121        
1253     sexr              1133          NO         121        
1254     iutc              1083          NO         172        
1255     ywez              1150          NO         106        
1256     gmihhshboc        1256          YES        1          
1257     tyuk              1137          NO         121        
1258     woyw              1180          NO         79         
1259     lvtc              1088          NO         172        
1260     sy                357           NO         904        
1261     ajop              1090          NO         172        
1262     rioq              1109          NO         154        
1263     ekopmfcbbq        1235          NO         29         
1264     iryl              1128          NO         137        
1265     dzdu              1112          NO         154        
1266     hhl               636           NO         631        
1267     tfuw              1147          NO         121        
1268     abuz              1132          NO         137        
1269     iwuy              1178          NO         92         
1270     qnaqkcaalh        1165          NO         106        
1271     ntem              1081          NO         191        
1272     qmze              1101          NO         172        
1273     mgxf              1083          NO         191        
1274     qnwgnbriag        1274          YES        1          
1275     paew              1085          NO         191        
1276     zdmr              1105          NO         172        
1277     jabfbizodf        1277          YES        1          
1278     ogfaspzbfa        1277          NO         2          
1279     exrw              1159          NO         121        
1280     toydulnbec        1280          YES        1          
1281     eklfmlmrad        1281          YES        1          
1282     oslt              1129          NO         154        
1283     lirb              1052          NO         232        
1284     kiux              1148          NO         137        
1285     kicseasjpa        1285          YES        1          
1286     cois              1096          NO         191        
1287     djsi              1077          NO         211        
1288     dgxg              1078          NO         211        
1289     cyji              1079          NO         211        
1290     xmyy              1185          NO         106        
1291     fvxz              1186          NO         106        
1292     cskq              1102          NO         191        
1293     rqws              1157          NO         137        
1294     phln              1084          NO         211        
1295     uvhi              1085          NO         211        
1296     fgcs              1065          NO         232        
1297     ycxf              1087          NO         211        
1298     dnmx              1127          NO         172        
1299     ryla              1068          NO         232        
1300     gmgx              1110          NO         191        
1301     tojb              1048          NO         254        
1302     tuedazjlka        1302          YES        1          
1303     ayjcgbbvtb        1303          YES        1          
1304     brdz              1114          NO         191        
1305     ivkvpaoceb        1227          NO         79         
1306     diafgnjiqg        1306          YES        1          
1307     ckqzmmogad        1306          NO         2          
1308     woqwhmbdfc        1217          NO         92         
1309     phrw              1138          NO         172        
1310     gjdyfaxepa        1310          YES        1          
1311     qjvfctdatf        1311          YES        1          
1312     jtkd              1059          NO         254        
1313     arrseankdl        1313          YES        1          
1314     jdsaflzdoa        1313          NO         2          
1315     kxaj              1062          NO         254        
1316     gylh              1085          NO         232        
1317     jcgxmngraf        1317          YES        1          
1318     xoizbhiddq        1317          NO         2          
1319     gq                329           NO         991        
1320     phjv              1110          NO         211        
1321     zwjvrgcngc        1321          YES        1          
1322     yxrp              1151          NO         172        
1323     siwa              1070          NO         254        
1324     hgkn              1071          NO         254        
1325     qxceyzjbia        1325          YES        1          
1326     duap              1073          NO         254        
1327     sotl              1117          NO         211        
1328     qtadrdltid        1328          YES        1          
1329     ufr               663           NO         667        
1330     ukgx              1120          NO         211        
1331     xlqfcxvgd         341           NO         991        
1332     dcbgzacsdq        1332          YES        1          
1333     sfuztncwh         472           NO         862        
1334     sggajfokph        1334          YES        1          
1335     wlwv              1164          NO         172        
1336     jwjt              1126          NO         211        
1337     dvqv              1147          NO         191        
1338     baikuwhsac        1338          YES        1          
1339     hvdbqarkar        1339          YES        1          
1340     gszkdkiikh        1340          YES        1          
1341     xnbliofcir        1341          YES        1          
1342     khig              1042          NO         301        
1343     flwb              1067          NO         277        
1344     cxseegdazj        1338          NO         7          
1345     zvk               679           NO         667        
1346     mraiaucnin        1346          YES        1          
1347     oeudfnowcd        1347          YES        1          
1348     obpyxbpcam        1347          NO         2          
1349     qtnlsfahwb        1349          YES        1          
1350     cmhfwmtdei        1350          YES        1          
1351     xb                316           NO         1036       
1352     qdwv              1142          NO         211        
1353     hmcixpofie        1352          NO         2          
1354     xcfzcmycck        1354          YES        1          
1355     pzdjqbpaza        1354          NO         2          
1356     piop              1103          NO         254        
1357     jl                322           NO         1036       
1358     sts               692           NO         667        
1359     zori              1106          NO         254        
1360     wg                325           NO         1036       
1361     eayabhbhqf        1208          NO         154        
1362     zbeh              1037          NO         326        
1363     eeka              1012          NO         352        
1364     zpi               661           NO         704        
1365     uau               662           NO         704        
1366     pztshxbal         331           NO         1036       
1367     udkwvvhcla        1367          YES        1          
1368     ixnn              1115          NO         254        
1369     ugemqpdooc        1369          YES        1          
1370     gqcleevwef        1369          NO         2          
1371     erjj              1071          NO         301        
1372     wjjtdccdrs        1369          NO         4          
1373     xadrrjsdod        1373          YES        1          
1374     zcqqbgasbv        1373          NO         2          
1375     mkralkplu         429           NO         947        
1376     jkjbqhwbqg        1376          YES        1          
1377     cxnl              1101          NO         277        
1378     qjwlsvdkw         517           NO         862        
1379     vsqcqqsmae        1379          YES        1          
1380     heo               639           NO         742        
1381     bqmyfsepdi        1381          YES        1          
1382     qeilhaebzn        1346          NO         37         
1383     bhbsfwkgqe        1377          NO         7          
1384     tao               643           NO         742        
1385     oqaccdfwqm        1385          YES        1          
1386     swoihgmaxg        1386          YES        1          
1387     osklnqpdpb        1387          YES        1          
1388     vpkd              1063          NO         326        
1389     bufd              1038          NO         352        
1390     xfeg              1039          NO         352        
1391     pcgkmogit         356           NO         1036       
1392     od                311           NO         1082       
1393     tsf               652           NO         742        
1394     expabwdeju        1394          YES        1          
1395     mmobsfmelp        1395          YES        1          
1396     xrwqrmxcd         406           NO         991        
1397     nzkqpjobng        1397          YES        1          
1398     wc                317           NO         1082       
1399     voxbpqmgj         364           NO         1036       
1400     kj                319           NO         1082       
1401     ehu               660           NO         742        
1402     feihgqfbuq        1402          YES        1          
1403     ywe               662           NO         742        
1404     meos              1104          NO         301        
1405     hhws              1129          NO         277        
1406     szeriuedml        1406          YES        1          
1407     rynbnofeq         326           NO         1082       
1408     gwqqfjrhq         418           NO         991        
1409     dnrjvighgq        1409          YES        1          
1410     mlxhwkrcfk        1409          NO         2          
1411     atuqdszoab        1410          NO         2          
1412     xhpkmimhjn        1409          NO         4          
1413     hqnxfllho         378           NO         1036       
1414     wewggqsgen        1414          YES        1          
1415     zaym              1115          NO         301        
1416     veluhhegro        1416          YES        1          
1417     vwvdorguz         597           NO         821        
1418     kuwpbpeybj        1418          YES        1          
1419     oihtmuaoik        1419          YES        1          
1420     orfrveaimq        1420          YES        1          
1421     rnaanodpui        1421          YES        1          
1422     vgvmhmcjdx        1422          YES        1          
1423     kadrhpziqa        1423          YES        1          
1424     jupqhecqnm        1424          YES        1          
1425     lgntwsclob        1422          NO         4          
1426     kw                345           NO         1082       
1427     ycvzppjhck        1421          NO         7          
1428     vrahvzoila        1427          NO         2          
1429     bnlxwbemll        1429          YES        1          
1430     jtbcqxdqof        1429          NO         2          
1431     zr                350           NO         1082       
1432     cymwojcubm        1429          NO         4          
1433     cydmvhoark        1433          YES        1          
1434     fikbdektku        1434          YES        1          
1435     apgubmnocs        1434          NO         2          
1436     bdzdtupleh        1436          YES        1          
1437     cqidpmaltn        1434          NO         4          
1438     lfisemlbwj        1410          NO         29         
1439     cruavywicc        1429          NO         11         
1440     jdvogrngds        1440          YES        1          
1441     ldvsqqenhj        1441          YES        1          
1442     ptlbiajpjw        1442          YES        1          
1443     jdio              1065          NO         379        
1444     eetvobnbrm        1429          NO         16         
1445     swco              1094          NO         352        
1446     jqb               626           NO         821        
1447     alv               667           NO         781        
1448     dpeybclbno        1328          NO         121        
1449     we                321           NO         1129       
1450     absypoampi        1450          YES        1          
1451     dsoszsgfgk        1450          NO         2          
1452     bzn               672           NO         781        
1453     ewkhhzihip        1453          YES        1          
1454     lidzndkqv         464           NO         991        
1455     wmgy              1130          NO         326        
1456     tnxs              1156          NO         301        
1457     sk                329           NO         1129       
1458     ncn               638           NO         821        
1459     thoj              1081          NO         379        
1460     jnyqsnufu         557           NO         904        
1461     pqe               641           NO         821        
1462     nnkxxjhmbp        1462          YES        1          
1463     sn                335           NO         1129       
1464     jzvgknqfav        1464          YES        1          
1465     vmdoighlyh        1437          NO         29         
1466     cbiixamts         431           NO         1036       
1467     zpps              1142          NO         326        
1468     tvmyqmmajn        1468          YES        1          
1469     nxubqaunqf        1469          YES        1          
1470     glybefqzpe        1469          NO         2          
1471     qyjbvfygdr        1471          YES        1          
1472     jccpcbrltr        1471          NO         2          
1473     utnjmotkgk        1472          NO         2          
1474     dfobkdhlvt        1471          NO         4          
1475     ngflauqnqi        1472          NO         4          
1476     dd                300           NO         1177       
1477     fedf              1012          NO         466        
1478     heiqegtoev        1478          YES        1          
1479     my                351           NO         1129       
1480     yriptybhmk        1480          YES        1          
1481     zlzogvbptc        1480          NO         2          
1482     hdcsxunanm        1482          YES        1          
1483     debq              1048          NO         436        
1484     dqkflnqqcs        1484          YES        1          
1485     ixwivkqdgp        1485          YES        1          
1486     dwyhspkdxd        1486          YES        1          
1487     xdtaiyeovg        1487          YES        1          
1488     qpfkfczmti        1488          YES        1          
1489     phevjbnrcy        1489          YES        1          
1490     ymhmyncbzk        1490          YES        1          
1491     xbpukirayi        1491          YES        1          
1492     xauzcepegz        1486          NO         7          
1493     sfgd              1028          NO         466        
1494     jmtscrmcsn        1494          YES        1          
1495     bgnjrrnntc        1489          NO         7          
1496     srgvloxkmc        1490          NO         7          
1497     kshonzykhc        1497          YES        1          
1498     qzcbkztlsb        1497          NO         2          
1499     uijxaumoau        1499          YES        1          
1500     ihyctzvadp        1499          NO         2          
1501     bdeafoqjmz        1498          NO         4          
1502     pslcfgdzkv        1502          YES        1          
1503     obnwxnyfjf        1503          YES        1          
1504     ijwcbqcvkf        1351          NO         154        
1505     ijvukxxpbd        1505          YES        1          
1506     iirhlplrnk        1506          YES        1          
1507     fjpimbfwix        1507          YES        1          
1508     cdpizgpuoe        1505          NO         4          
1509     purffbksvk        1488          NO         22         
1510     kvxwdbxpmg        1507          NO         4          
1511     aekcc             1511          YES        1          
1512     qoldigtlwj        1502          NO         11         
1513     ntfsatviip        1513          YES        1          
1514     daobc             1514          YES        1          
1515     dfqulikxbs        1515          YES        1          
1516     kxiqnapkwj        1510          NO         7          
1517     obrvbuoreo        1514          NO         4          
1518     dy                342           NO         1177       
1519     hvff              1054          NO         466        
1520     xavqdknfov        1520          YES        1          
1521     sfqtodbbwy        1521          YES        1          
1522     cbxqntprn         532           NO         991        
1523     gcztgijwes        1522          NO         2          
1524     mcjnbcnxw         443           NO         1082       
1525     thgbd             1525          YES        1          
1526     cwtpudwivb        1526          YES        1          
1527     fcvzqteppf        1527          YES        1          
1528     zbaaj             1527          NO         2          
1529     bpoaa             1528          NO         2          
1530     kc                305           NO         1226       
1531     sjnvyhokwa        1525          NO         7          
1532     ldk               629           NO         904        
1533     yqpzqnslgf        1505          NO         29         
1534     kypbtoehov        1534          YES        1          
1535     otqjknguug        1534          NO         2          
1536     zfwrwdzsic        1536          YES        1          
1537     bzbha             1537          YES        1          
1538     dgcig             1538          YES        1          
1539     yvheayrnth        1539          YES        1          
1540     cucgvigkpx        1540          YES        1          
1541     sedjd             1541          YES        1          
1542     hfned             1542          YES        1          
1543     fswycrmufl        1542          NO         2          
1544     bzgetyadpx        1541          NO         4          
1545     tfsphxirq         510           NO         1036       
1546     mrfmxmmigw        1546          YES        1          
1547     rpexxlfhyi        1547          YES        1          
1548     xtdswlsfyc        1548          YES        1          
1549     lwppwwrcrd        1548          NO         2          
1550     gazcb             1549          NO         2          
1551     bubna             1551          YES        1          
1552     joyxcqnzoa        1552          YES        1          
1553     cafjh             1543          NO         11         
1554     qiheg             1554          YES        1          
1555     yftijpxudm        1554          NO         2          
1556     zxmftnqwfi        1541          NO         16         
1557     aojewnxnse        1554          NO         4          
1558     wblwlgorgu        1552          NO         7          
1559     fcafp             1559          YES        1          
1560     xudvhyovan        1559          NO         2          
1561     nmsab             1551          NO         11         
1562     pcoybzjrhq        1562          YES        1          
1563     nfgryohxbs        1563          YES        1          
1564     mgwbb             1554          NO         11         
1565     taipqxmksj        1565          YES        1          
1566     luadxxzsid        1565          NO         2          
1567     obbwb             1567          YES        1          
1568     rphuybglov        1568          YES        1          
1569     ggcas             1569          YES        1          
1570     ipxhvzjvkd        1569          NO         2          
1571     qldqb             1571          YES        1          
1572     zloce             1572          YES        1          
1573     htusdqdxti        1572          NO         2          
1574     jdkmwhpcuu        1574          YES        1          
1575     xnkef             1575          YES        1          
1576     fahni             1573          NO         4          
1577     nckkh             1577          YES        1          
1578     wfotmjubwo        1578          YES        1          
1579     iglkf             1573          NO         7          
1580     egstuyommg        1580          YES        1          
1581     icwma             1581          YES        1          
1582     nbrej             1582          YES        1          
1583     covbg             1582          NO         2          
1584     dsnwxfuxck        1581          NO         4          
1585     iveazcbnxy        1585          YES        1          
1586     chiooovvsd        1585          NO         2          
1587     xbroa             1587          YES        1          
1588     pbegq             1588          YES        1          
1589     ecwfi             1589          YES        1          
1590     uszaqssmjo        1590          YES        1          
1591     cljgm             1590          NO         2          
1592     jmdkc             1547          NO         46         
1593     xykib             1593          YES        1          
1594     eapfo             1594          YES        1          
1595     hayam             1594          NO         2          
1596     dvdek             1575          NO         22         
1597     podmqrmurj        1597          YES        1          
1598     alqxjqtdun        1598          YES        1          
1599     dpjbq             1599          YES        1          
1600     xyvtjtivof        1597          NO         4          
1601     oakoc             1565          NO         37         
1602     jkxgf             1602          YES        1          
1603     ltbnwnirjv        1603          YES        1          
1604     rbmmjyvblx        1604          YES        1          
1605     pbyej             1605          YES        1          
1606     aqdbu             1600          NO         7          
1607     edihq             1597          NO         11         
1608     acoip             1608          YES        1          
1609     cqyhe             1609          YES        1          
1610     ucehs             1609          NO         2          
1611     ihidt             1608          NO         4          
1612     lxere             1612          YES        1          
1613     nvggm             1612          NO         2          
1614     kzxag             1614          YES        1          
1615     wzfpfubmnx        1570          NO         46         
1616     dhfqlttsom        1616          YES        1          
1617     nhnpg             1611          NO         7          
1618     aadmr             1597          NO         22         
1619     qbkrj             1616          NO         4          
1620     ggrsrnghuv        1620          YES        1          
1621     ziyznojjzh        1620          NO         2          
1622     zlvbvqwvek        1601          NO         22         
1623     skuqb             1622          NO         2          
1624     hfqra             1588          NO         37         
1625     onsem             1625          YES        1          
1626     joose             1626          YES        1          
1627     axiio             1627          YES        1          
1628     ggvim             1628          YES        1          
1629     tdqfq             1628          NO         2          
1630     jrwoc             1630          YES        1          
1631     nzyka             1630          NO         2          
1632     nsqaq             1632          YES        1          
1633     qfwanwvjns        1633          YES        1          
1634     mawxopjtkr        1633          NO         2          
1635     abjtg             1590          NO         46         
1636     doero             1636          YES        1          
1637     azhepmowtn        1637          YES        1          
1638     cgvmkynvsh        1638          YES        1          
1639     bnvqhxfizq        1639          YES        1          
1640     dxdit             1640          YES        1          
1641     goofs             1641          YES        1          
1642     ejdjy             1642          YES        1          
1643     jrazj             1643          YES        1          
1644     dvawl             1643          NO         2          
1645     alfzcyivso        1645          YES        1          
1646     vnskkeywbz        1646          YES        1          
1647     cazqk             1646          NO         2          
1648     xkjxyzfimq        1627          NO         22         
1649     odiypvatwn        1649          YES        1          
1650     cohzrncvot        1640          NO         11         
1651     nhrxf             1650          NO         2          
1652     vgbup             1646          NO         7          
1653     ecfybhvyuo        1653          YES        1          
1654     ykkgu             1653          NO         2          
1655     mjkuj             1640          NO         16         
1656     jgvsj             1656          YES        1          
1657     oljqp             1657          YES        1          
1658     quqqh             1658          YES        1          
1659     ysalicstqz        1656          NO         4          
1660     avmsi             1645          NO         16         
1661     haskv             1661          YES        1          
1662     yzjjo             1662          YES        1          
1663     tvshn             1663          YES        1          
1664     ygrdw             1664          YES        1          
1665     htocx             1665          YES        1          
1666     fwspyzgroi        1645          NO         22         
1667     tyabydlznx        1661          NO         7          
1668     bzqxdcsjvw        1653          NO         16         
1669     sruds             1669          YES        1          
1670     xqitm             1670          YES        1          
1671     mwgyj             1670          NO         2          
1672     lljqxpcvky        1669          NO         4          
1673     zxunf             1663          NO         11         
1674     vlwve             1668          NO         7          
1675     ykmzi             1675          YES        1          
1676     bgytm             1676          YES        1          
1677     cqstkqxeyn        1677          YES        1          
1678     nlrtfzfeyx        1678          YES        1          
1679     ndsot             1679          YES        1          
1680     pxhhx             1680          YES        1          
1681     kpnxl             1681          YES        1          
1682     oyftepsqym        1681          NO         2          
1683     tufwg             1647          NO         37         
1684     zcuku             1684          YES        1          
1685     vowax             1685          YES        1          
1686     hwjhz             1686          YES        1          
1687     eezpunljsw        1684          NO         4          
1688     rkfzj             1652          NO         37         
1689     rqsop             1689          YES        1          
1690     rkoou             1690          YES        1          
1691     ekxmq             1676          NO         16         
1692     uvqsi             1677          NO         16         
1693     slvfx             1693          YES        1          
1694     fvyze             1694          YES        1          
1695     ervhv             1689          NO         7          
1696     putoniluur        1696          YES        1          
1697     ryybq             1676          NO         22         
1698     zmiqo             1662          NO         37         
1699     xjjpw             1693          NO         7          
1700     dvppt             1700          YES        1          
1701     gwftv             1701          YES        1          
1702     kivmw             1702          YES        1          
1703     gauyr             1702          NO         2          
1704     hztul             1704          YES        1          
1705     tjjtt             1690          NO         16         
1706     fqzey             1703          NO         4          
1707     wevvp             1707          YES        1          
1708     ubrfx             1663          NO         46         
1709     vkcyqxvpwa        1654          NO         56         
1710     erpot             1689          NO         22         
1711     kevdupnovs        1683          NO         29         
1712     myqpxppwax        1712          YES        1          
1713     tjpyqxqofw        1713          YES        1          
1714     fvczr             1693          NO         22         
1715     yicyrvuguq        1709          NO         7          
1716     oqmmlzstpc        1596          NO         121        
1717     rerjt             1662          NO         56         
1718     cwopx             1718          YES        1          
1719     dmhyy             1719          YES        1          
1720     olnywhipry        1720          YES        1          
1721     svprd             1643          NO         79         
1722     slnxxfqfyv        1722          YES        1          
1723     kdzwytldtv        1723          YES        1          
1724     kfabhuyquy        1723          NO         2          
1725     ijkitymwlv        1724          NO         2          
1726     lygrz             1725          NO         2          
1727     wtyzi             1727          YES        1          
1728     qnywn             1722          NO         7          
1729     kumaw             1651          NO         79         
1730     xsivujuczu        1730          YES        1          
1731     uojuu             1710          NO         22         
1732     wlvbp             1641          NO         92         
1733     culho             1628          NO         106        
1734     drvmn             1668          NO         67         
1735     ztnkm             1657          NO         79         
1736     opeix             1658          NO         79         
1737     gngit             1632          NO         106        
1738     ajoxz             1732          NO         7          
1739     rlywr             1739          YES        1          
1740     ltkog             1620          NO         121        
1741     pcegxvxzye        1741          YES        1          
1742     mwvnx             1741          NO         2          
1743     bgpaw             1623          NO         121        
1744     yvdmg             1608          NO         137        
